affiliation,topic,mean_before,mean_after,mean_diff,p_value,direction,p_adj,significant
kfu,The Holy Spirit and Divine Inspiration,0.08648391469166666,0.06957333545,-0.016910579241666668,0.6526861010145529,decrease,0.93804540018477,False
gru,Jesus and his earthly ministry,0.018657770964285718,0.021786241837499998,0.00312847087321428,0.6108663273101803,increase,0.93804540018477,False
ind,The love and sacrifice of Christ,0.019395610549999998,0.023576891442592594,0.004181280892592596,0.5259823815089206,increase,0.93804540018477,False
kfu,Prayer and Divine Help,0.009428354625000001,0.01406848285625,0.004640128231249999,0.5498805710781107,increase,0.93804540018477,False
ind,Narratives of Jesus,0.024157603202127658,0.028794335619444444,0.004636732417316786,0.5016740998197607,increase,0.93804540018477,False
gru,Lifes Path and Divine Guidance,0.04000214235000001,0.03617499948125,-0.003827142868750015,0.656631780129339,decrease,0.93804540018477,False
ind,Personal Encounters with Christ,0.11320203056914896,0.10798201483240738,-0.005220015736741579,0.5893216926748688,decrease,0.93804540018477,False
ind,Power and freedom,0.016382226869148937,0.013816253949074073,-0.0025659729200748632,0.5831752704859108,decrease,0.93804540018477,False
gru,Serving God in Life and Ministry ,0.012828191677777778,0.01417876554765625,0.001350573869878472,0.7522728428248553,increase,0.946015424418908,False
tid,The Word and Peace of God in Turmoil,0.024007946296363637,0.027164905903333335,0.0031569596069696976,0.7151108129284249,increase,0.946015424418908,False
tid,Jesus and his earthly ministry,0.01366446425818182,0.015648805811666663,0.001984341553484842,0.825799339409657,increase,0.946015424418908,False
gru,Narratives of Jesus,0.019959032654761906,0.020721427279687503,0.000762394624925597,0.872543993078891,increase,0.946015424418908,False
gru,The word of God and its reception,0.042182641328571434,0.043567380975,0.0013847396464285663,0.8750642675874899,increase,0.946015424418908,False
gru,Personal Encounters with Christ,0.05017643999920635,0.04689300524140625,-0.003283434757800102,0.6829030533502807,decrease,0.946015424418908,False
tid,"Truth, Lies, and Spiritual Warfare",0.01052015508,0.01180501411,0.00128485903,0.7742557303863818,increase,0.946015424418908,False
gru,"Wealth, Poverty, and Spiritual Riches",0.03772104835079364,0.0360834140671875,-0.0016376342836061375,0.8554649361247608,decrease,0.946015424418908,False
ind,Divine Will and Worldly Challenges,0.05566537399787234,0.052753591376851844,-0.0029117826210204936,0.7168690506371874,decrease,0.946015424418908,False
ind,"Light/Darkness, and Spiritual Fruitfulness",0.01700372895744681,0.015863488016666667,-0.001140240940780142,0.8474806950662483,decrease,0.946015424418908,False
gru,"Sin, Forgiveness, and Salvation",0.026949776465873026,0.025218509628124997,-0.0017312668377480293,0.7909389563417739,decrease,0.946015424418908,False
tid,"Sin, Forgiveness, and Salvation",0.030690158265454546,0.03426812411333333,0.003577965847878787,0.7225998498983011,increase,0.946015424418908,False
ind,The people of Israel,0.030602313229787233,0.02833347571296296,-0.0022688375168242736,0.7826480153786632,decrease,0.946015424418908,False
kfu,"Sin, Forgiveness, and Salvation",0.043885994533333327,0.03792592735625,-0.005960067177083327,0.821574699146528,decrease,0.946015424418908,False
kfu,The Word and Peace of God in Turmoil,0.037837313033333334,0.03267420053125,-0.005163112502083331,0.7330092582835387,decrease,0.946015424418908,False
kfu,Divine Will and Worldly Challenges,0.08346510018333332,0.0779881083875,-0.005476991795833316,0.8137894386949979,decrease,0.946015424418908,False
gru,"Light/Darkness, and Spiritual Fruitfulness",0.030103781461111114,0.03148039459140625,0.001376613130295138,0.8690009969623916,increase,0.946015424418908,False
kfu,The Mercy and Judgment of God,0.022794460866666668,0.0180127704625,-0.004781690404166667,0.7679837650476196,decrease,0.946015424418908,False
gru,Life and Daily Sustenance,0.017781411876984128,0.01879360012890625,0.0010121882519221227,0.8326407539121896,increase,0.946015424418908,False
kfu,Power and freedom,0.0029700462083333337,0.00375493919375,0.0007848929854166664,0.7708793388488379,increase,0.946015424418908,False
kfu,The Name of Jesus,0.009544346841666667,0.012066371925,0.002522025083333332,0.7412697172128342,increase,0.946015424418908,False
gru,The Holy Spirit and Divine Inspiration,0.04935827358730159,0.04660614156953125,-0.002752132017770338,0.776024807300322,decrease,0.946015424418908,False
tid,Divine Will and Worldly Challenges,0.03743121023090909,0.039300046013333326,0.0018688357824242358,0.839474033658782,increase,0.946015424418908,False
kfu,Narratives of Jesus,0.03081482290833333,0.02706342376875,-0.00375139913958333,0.8420916495153672,decrease,0.946015424418908,False
ind,The Word and Peace of God in Turmoil,0.03202341354148936,0.03470503587777778,0.0026816223362884223,0.6726766591239561,increase,0.946015424418908,False
tid,Christmas and Incarnation,0.016220463941818187,0.017881047576666666,0.0016605836348484795,0.8620394917084844,increase,0.946015424418908,False
tid,The Mercy and Judgment of God,0.03727068645454546,0.03486679181833333,-0.0024038946362121283,0.8166909841262512,decrease,0.946015424418908,False
gru,Faith and doubt,0.018637257662698418,0.01906345706875,0.00042619940605158335,0.9304345866943667,increase,0.9725425703104335,False
kfu,Faith and doubt,0.037641079541666664,0.035716083375,-0.0019249961666666648,0.9314420346261825,decrease,0.9725425703104335,False
kfu,Serving God in Life and Ministry ,0.005950809566666667,0.0064139382,0.000463128633333333,0.9320199632141655,increase,0.9725425703104335,False
gru,Discipleship and Following Jesus,0.027249128761111116,0.027845307578125002,0.0005961788170138864,0.9264384602772826,increase,0.9725425703104335,False
tid,The law and moral Obligation,0.015882687554545454,0.016274181683333333,0.00039149412878787884,0.9553212838286925,increase,0.9756108954089697,False
kfu,"Wealth, Poverty, and Spiritual Riches2",0.00770091635,0.00738842299375,-0.0003124933562499996,0.9495448333822004,decrease,0.9756108954089697,False
tid,"Death, Resurrection, and Eternal Life",0.03445996082,0.03514370483499999,0.0006837440149999874,0.9623650875049705,increase,0.9756108954089697,False
gru,Divine Will and Worldly Challenges,0.034461474888888885,0.034738975315625004,0.00027750042673611863,0.967480804613895,increase,0.9756108954089697,False
kfu,Christmas and Incarnation,0.008821854808333333,0.008637955249999999,-0.00018389955833333395,0.9775851040696959,decrease,0.9775851040696959,False
