id_præd;id_præst;præst_navn;id_dok;dato;periode;helligdag;udgivelses_type;udgiver;stift;år_født;år_død;stilling;affiliation;afviger;txt;final;bemærkninger;;;;;
413;69;Axel Emil Bülow;pr413_69;1914-11-08;1914;22tri_2;psa;Lohse;vib;1862;1952;præ;ind;falsk;sandt;sandt;;;;;;
414;69;Axel Emil Bülow;pr414_69;1914-11-15;1914;23tri_2;psa;Lohse;vib;1862;1952;præ;ind;falsk;sandt;sandt;;;;;;
415;69;Axel Emil Bülow;pr415_69;1914-11-22;1914;24tri_2;psa;Lohse;vib;1862;1952;præ;ind;falsk;sandt;sandt;;;;;;
416;70;Christian Wilhelm Schultz-Lorentzen;pr416_70;1942-11-29;1940-1945;1adv_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
417;70;Christian Wilhelm Schultz-Lorentzen;pr417_70;1943-12-26;1940-1945;jus_2;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
418;70;Christian Wilhelm Schultz-Lorentzen;pr418_70;1940-01-01;1940-1945;nyt_2;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
419;70;Christian Wilhelm Schultz-Lorentzen;pr419_70;1943-01-01;1940-1945;nyt_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
420;70;Christian Wilhelm Schultz-Lorentzen;pr420_70;1940-01-14;1940-1945;2hel_2;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
421;70;Christian Wilhelm Schultz-Lorentzen;pr421_70;1941-02-16;1940-1945;sek_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
422;70;Christian Wilhelm Schultz-Lorentzen;pr422_70;1943-04-22;1940-1945;skæ_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
423;70;Christian Wilhelm Schultz-Lorentzen;pr423_70;1943-04-25;1940-1945;pås_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
424;70;Christian Wilhelm Schultz-Lorentzen;pr424_70;1943-06-13;1940-1945;pin_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
425;70;Christian Wilhelm Schultz-Lorentzen;pr425_70;1941-11-02;1940-1945;all_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
426;70;Christian Wilhelm Schultz-Lorentzen;pr426_70;1943-09-05;1940-1945;11tri_1;psa;Nordlundes Bogtrykkeri;køb;1873;1951;pro;gru;falsk;sandt;sandt;;;;;;
427;71;Christian Bartholdy;pr427_71;1932-12-18;1931-1933;4adv_1;psa;O. Lohses Forlag;vib;1889;1976;præ;ind;falsk;sandt;falsk;;;;;;
428;71;Christian Bartholdy;pr428_71;1932-12-24;1931-1933;jul_1;psa;O. Lohses Forlag;vib;1889;1976;præ;ind;falsk;sandt;falsk;;;;;;
429;71;Christian Bartholdy;pr429_71;1932-12-26;1931-1933;aju_1;psa;O. Lohses Forlag;vib;1889;1976;præ;ind;falsk;sandt;falsk;;;;;;
430;71;Christian Bartholdy;pr430_71;1932-12-31;1931-1933;jus_1;psa;O. Lohses Forlag;vib;1889;1976;præ;ind;falsk;sandt;falsk;;;;;;
431;71;Christian Bartholdy;pr431_71;1932-01-01;1931-1933;nyt_2;psa;O. Lohses Forlag;vib;1889;1976;præ;ind;falsk;sandt;falsk;;;;;;
432;72;Tage Kjer;pr432_72;1931-12-29;1931-1933;1adv_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
433;72;Tage Kjer;pr433_72;1931-12-06;1931-1933;2adv_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
434;72;Tage Kjer;pr434_72;1931-12-13;1931-1933;3adv_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
435;72;Tage Kjer;pr435_72;1931-12-20;1931-1933;4adv_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
436;72;Tage Kjer;pr436_72;1931-12-24;1931-1933;jua_1;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
437;72;Tage Kjer;pr437_72;1932-12-25;1931-1933;jul_1;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
438;72;Tage Kjer;pr438_72;1931-12-26;1931-1933;aju_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
439;72;Tage Kjer;pr439_72;1932-01-01;1931-1933;nyt_2;psa;Lohse;ros;1889;NA;præ;NA;sand_år_død;sandt;falsk;;;;;;
440;28;Olfert Richard ;pr440_28;1918-09-01;1918-1919;14tri_1;1pre;NA;køb;1872;1929;præ;kfu;falsk;sandt;falsk;;;;;;
441;73;Ditlev Gothard Monrad;pr441_73;19-06-1853;1853;4tri_1;psa;Nyt Nordisk Forlag. Arnold Busck;lol;1811;1887;bis;tre;falsk;sandt;falsk;;;;;;
442;73;Ditlev Gothard Monrad;pr442_73;17-07-1853;1853;8tri_1;psa;Nyt Nordisk Forlag. Arnold Busck;lol;1811;1887;bis;tre;falsk;sandt;falsk;;;;;;
443;73;Ditlev Gothard Monrad;pr443_73;14-08-1853;1853;12tri_1;psa;Nyt Nordisk Forlag. Arnold Busck;lol;1811;1887;bis;tre;falsk;sandt;falsk;;;;;;
444;73;Ditlev Gothard Monrad;pr444_73;11-09-1853;1853;16tri_1;psa;Nyt Nordisk Forlag. Arnold Busck;lol;1811;1887;bis;tre;falsk;sandt;falsk;;;;;;
445;74;Isidor Henius Herskind;pr445_74;1940-12-25;1940-1945;jul_1;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
446;74;Isidor Henius Herskind;pr446_74;1940-12-28;1940-1945;jus_1;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
447;74;Isidor Henius Herskind;pr447_74;1942-01-01;1940-1945;nyt_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
448;74;Isidor Henius Herskind;pr448_74;1941-12-27;1940-1945;jus_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
449;74;Isidor Henius Herskind;pr449_74;1942-01-11;1940-1945;1hel_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
450;74;Isidor Henius Herskind;pr450_74;1941-07-27;1940-1945;7tri_1;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
451;74;Isidor Henius Herskind;pr451_74;1942-01-25;1940-1945;3hel_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
452;74;Isidor Henius Herskind;pr452_74;1942-02-01;1940-1945;sep_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
453;74;Isidor Henius Herskind;pr453_74;1942-02-08;1940-1945;sek_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
454;74;Isidor Henius Herskind;pr454_74;1942-02-15;1940-1945;fas_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
455;74;Isidor Henius Herskind;pr455_74;1942-02-22;1940-1945;1fas_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
456;74;Isidor Henius Herskind;pr456_74;1942-03-01;1940-1945;2fas_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
457;74;Isidor Henius Herskind;pr457_74;1942-03-08;1940-1945;3fas_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
458;74;Isidor Henius Herskind;pr458_74;1942-03-25;1940-1945;mbe_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
459;74;Isidor Henius Herskind;pr459_74;1942-03-29;1940-1945;pal_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
460;74;Isidor Henius Herskind;pr460_74;1942-04-02;1940-1945;skæ_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
461;74;Isidor Henius Herskind;pr461_74;1942-04-03;1940-1945;lan_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
462;74;Isidor Henius Herskind;pr462_74;1942-04-05;1940-1945;pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
463;74;Isidor Henius Herskind;pr463_74;1942-04-06;1940-1945;apå_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
464;74;Isidor Henius Herskind;pr464_74;1942-04-12;1940-1945;1pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
465;74;Isidor Henius Herskind;pr465_74;1942-04-19;1940-1945;2pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
466;74;Isidor Henius Herskind;pr466_74;1942-05-03;1940-1945;4pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
467;74;Isidor Henius Herskind;pr467_74;1942-05-10;1940-1945;5pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
468;74;Isidor Henius Herskind;pr468_74;1942-05-04;1940-1945;Krh_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
469;74;Isidor Henius Herskind;pr469_74;1942-05-17;1940-1945;6pås_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
470;427;Erik Jensen;pr470_427;1945-05-06;1940-1945;5pås_1;bla;Kristeligt Dagblad;køb;1906;1975;præ;ind;falsk;sandt;sandt;;;;;;
471;74;Isidor Henius Herskind;pr471_74;1942-06-14;1940-1945;2tri_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
472;74;Isidor Henius Herskind;pr472_74;1942-06-21;1940-1945;3tri_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
473;74;Isidor Henius Herskind;pr473_74;1942-07-05;1940-1945;5tri_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
474;74;Isidor Henius Herskind;pr474_74;1942-07-26;1940-1945;8tri_2;psa;J. Frimodts Forlag;ros;1872;1946;præ;kce;sand_dat;sandt;sandt;;;;;;
475;75;William Frederik Johansen;pr475_75;1942-11-01;1940-1945;all_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
476;75;William Frederik Johansen;pr476_75;1941-12-26;1940-1945;aju_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
477;75;William Frederik Johansen;pr477_75;1940-12-29;1940-1945;jus_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
478;75;William Frederik Johansen;pr478_75;1940-01-14;1940-1945;2hel_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;sand_hel;sandt;sandt;;;;;;
479;75;William Frederik Johansen;pr479_75;1944-01-25;1940-1945;3hel_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
480;75;William Frederik Johansen;pr480_75;1940-01-21;1940-1945;sep_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
481;75;William Frederik Johansen;pr481_75;1942-03-29;1940-1945;pal_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
482;75;William Frederik Johansen;pr482_75;1942-04-20;1940-1945;1pås_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
483;75;William Frederik Johansen;pr483_75;1942-04-19;1940-1945;2pås_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
484;75;William Frederik Johansen;pr484_75;1941-05-02;1940-1945;bed_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
485;75;William Frederik Johansen;pr485_75;1942-05-14;1940-1945;Krh_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
486;75;William Frederik Johansen;pr486_75;1941-05-23;1940-1945;6pås_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
487;75;William Frederik Johansen;pr487_75;1942-06-14;1940-1945;2tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
488;75;William Frederik Johansen;pr488_75;1942-08-02;1940-1945;10tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
489;75;William Frederik Johansen;pr489_75;1942-08-10;1940-1945;11tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
490;75;William Frederik Johansen;pr490_75;1942-10-12;1940-1945;18tri_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
491;75;William Frederik Johansen;pr491_75;1941-11-09;1940-1945;22tri_1;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
492;75;William Frederik Johansen;pr492_75;1942-11-08;1940-1945;23tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
493;75;William Frederik Johansen;pr493_75;1942-10-18;1940-1945;20tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
494;75;William Frederik Johansen;pr494_75;1942-11-22;1940-1945;25tri_2;psa;A. Olsens Forlag;vib;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
495;33;Henry Ussing;pr495_33;1931-11-29;1931-1933;1adv_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
496;33;Henry Ussing;pr496_33;1931-12-25;1931-1933;jul_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
497;33;Henry Ussing;pr497_33;1931-01-01;1931-1933;nyt_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
498;33;Henry Ussing;pr498_33;1931-01-11;1931-1933;1hel_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
499;33;Henry Ussing;pr499_33;1931-01-18;1931-1933;2hel_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
500;33;Henry Ussing;pr500_33;1932-01-17;1931-1933;2hel_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat_hel;sandt;falsk;;;;;;
501;33;Henry Ussing;pr501_33;1932-01-24;1931-1933;3hel_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
502;33;Henry Ussing;pr502_33;NA;1931-1933;4hel_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;falsk;sandt;sandt;;;;;;
503;33;Henry Ussing;pr503_33;NA;1931-1933;5hel_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;falsk;sandt;falsk;;;;;;
504;33;Henry Ussing;pr504_33;1931-02-01;1931-1933;sep_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
505;33;Henry Ussing;pr505_33;1932-01-31;1931-1933;sek_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
506;33;Henry Ussing;pr506_33;1931-02-15;1931-1933;fas_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
507;33;Henry Ussing;pr507_33;1931-02-22;1931-1933;1fas_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
508;33;Henry Ussing;pr508_33;1932-02-14;1931-1933;1fas_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
509;33;Henry Ussing;pr509_33;1931-03-01;1931-1933;2fas_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
510;33;Henry Ussing;pr510_33;1932-02-28;1931-1933;3fas_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
511;33;Henry Ussing;pr511_33;1931-03-15;1931-1933;mfa_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
512;33;Henry Ussing;pr512_33;1931-03-25;1931-1933;mbe_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
513;33;Henry Ussing;pr513_33;1932-03-25;1931-1933;mbe_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
514;33;Henry Ussing;pr514_33;1932-03-20;1931-1933;pal_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
515;33;Henry Ussing;pr515_33;1932-03-24;1931-1933;skæ_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
516;33;Henry Ussing;pr516_33;1932-03-25;1931-1933;lan_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
517;33;Henry Ussing;pr517_33;1931-04-05;1931-1933;pås_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
518;33;Henry Ussing;pr518_33;1932-03-28;1931-1933;apå_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
519;33;Henry Ussing;pr519_33;1931-04-12;1931-1933;1pås_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
520;33;Henry Ussing;pr520_33;1932-04-10;1931-1933;2pås_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
521;33;Henry Ussing;pr521_33;1931-04-26;1931-1933;3pås_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
522;33;Henry Ussing;pr522_33;1932-04-22;1931-1933;bed_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
523;33;Henry Ussing;pr523_33;1931-05-03;1931-1933;4pås_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
524;33;Henry Ussing;pr524_33;1931-05-10;1931-1933;5pås_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
525;33;Henry Ussing;pr525_33;1932-05-05;1931-1933;Krh_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
526;33;Henry Ussing;pr526_33;1932-05-08;1931-1933;6pås_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
527;33;Henry Ussing;pr527_33;1931-05-24;1931-1933;pin_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
528;33;Henry Ussing;pr528_33;1931-05-25;1931-1933;api_1;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
529;33;Henry Ussing;pr529_33;1932-05-22;1931-1933;tri_2;psa;G. E. C. Gads Forlag;køb;1855;1943;pro;kfo;sand_dat;sandt;falsk;;;;;;
530;76;Kristoffer Olesen Larsen ;pr530_76;1932-11-13;1931-1933;25tri_2;psa;Tidehvers Forlag;køb;1899;1964;præ;tid;sand_dat;sandt;falsk;;;;;;
531;77;Carl Christensen;pr531_77;NA;1931-1933;2adv_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
532;77;Carl Christensen;pr532_77;NA;1931-1933;3adv_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
533;77;Carl Christensen;pr533_77;NA;1931-1933;4adv_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
534;77;Carl Christensen;pr534_77;NA;1931-1933;jua_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
535;77;Carl Christensen;pr535_77;NA;1931-1933;jul_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
536;77;Carl Christensen;pr536_77;NA;1931-1933;aju_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
537;77;Carl Christensen;pr537_77;NA;1931-1933;jus_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
538;77;Carl Christensen;pr538_77;NA;1931-1933;nyt_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
539;77;Carl Christensen;pr539_77;NA;1931-1933;hel_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
540;77;Carl Christensen;pr540_77;NA;1931-1933;1hel_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
541;77;Carl Christensen;pr541_77;NA;1931-1933;tri_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
542;77;Carl Christensen;pr542_77;NA;1931-1933;1tri_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
543;77;Carl Christensen;pr543_77;NA;1931-1933;2tri_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
544;77;Carl Christensen;pr544_77;NA;1931-1933;3tri_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
545;77;Carl Christensen;pr545_77;NA;1931-1933;21tri_1;psa;Dansk Traktatselskabs Forlag;køb;1874;1952;præ;ind;falsk;sandt;falsk;;;;;;
546;78;Otto Peter Andersen ;pr546_78;1931-05-10;1931-1933;5pås_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
547;78;Otto Peter Andersen ;pr547_78;1931-05-14;1931-1933;Krh_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
548;78;Otto Peter Andersen ;pr548_78;1931-05-24;1931-1933;pin_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
549;78;Otto Peter Andersen ;pr549_78;1931-05-31;1931-1933;tri_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
550;78;Otto Peter Andersen ;pr550_78;1931-06-07;1931-1933;1tri_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
551;78;Otto Peter Andersen ;pr551_78;1931-06-21;1931-1933;3tri_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
552;78;Otto Peter Andersen ;pr552_78;1931-11-01;1931-1933;all_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
553;78;Otto Peter Andersen ;pr553_78;1931-11-01;1931-1933;22tri_1;psa;Schønbergske Forlag;aar;1890;1974;præ;tid;sand_dat;sandt;falsk;;;;;;
554;10;Hans Peter Kofod-Hansen ;pr554_10;06-03-1864;1864;mfa_1;psa;Boghandler Sabroes Forlag;sle;1813;1893;præ;NA;falsk;sandt;falsk;;;;;;
555;10;Hans Peter Kofod-Hansen ;pr555_10;13-03-1864;1864;5fas_1;psa;Boghandler Sabroes Forlag;sle;1813;1893;præ;NA;falsk;sandt;falsk;;;;;;
556;79;Jakob Peter Mynster;pr556_79;21-08-1853;1853;13tri_1;psa;Gyldendal;køb;1775;1854;bis;tre;falsk;sandt;falsk;;;;;;
557;79;Jakob Peter Mynster;pr557_79;28-08-1853;1853;14tri_1;psa;Gyldendal;køb;1775;1854;bis;tre;falsk;sandt;falsk;;;;;;
558;79;Jakob Peter Mynster;pr558_79;09-10-1853;1853;20tri_1;psa;Gyldendal;køb;1775;1854;bis;tre;falsk;sandt;falsk;;;;;;
559;79;Jakob Peter Mynster;pr559_79;20-11-1853;1853;26tri_1;psa;Gyldendal;køb;1775;1854;bis;tre;falsk;sandt;falsk;;;;;;
560;79;Jakob Peter Mynster;pr560_79;26-12-1853;1853;aju_1;psa;Gyldendal;køb;1775;1854;bis;tre;falsk;sandt;falsk;;;;;;
561;80;Jørgen Victor Bloch;pr561_80;06-07-1853;1853;17tri_1;1pre;NA;rib;1812;1892;pro;gru;falsk;sandt;falsk;;;;;;
562;81;Michael Herman Theodor Hertz;pr562_81;NA-03-1864;1864;NA;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;sand_dat;sandt;falsk;;;;;;
563;81;Michael Herman Theodor Hertz;pr563_81;NA-03-1864;1864;NA;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;sand_dat;sandt;falsk;;;;;;
564;81;Michael Herman Theodor Hertz;pr564_81;03-04-1864;1864;1pås_1;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;falsk;sandt;falsk;;;;;;
565;81;Michael Herman Theodor Hertz;pr565_81;NA-NA-1864;1864;NA;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;sand_dat;sandt;falsk;;;;;;
566;81;Michael Herman Theodor Hertz;pr566_81;NA-04-1864;1864;NA;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;sand_dat;sandt;falsk;;;;;;
567;81;Michael Herman Theodor Hertz;pr567_81;NA-05-1864;1864;NA;psa;Hembelske Boghandel;sle;1820;1873;præ;NA;sand_dat;sandt;falsk;;;;;;
568;82;Frederik Ludvig Bang Zeuthen;pr568_82;27-03-1864;1864;pås_1;1pre;Gyldendal;rib;1805;1874;præ;tre;falsk;sandt;falsk;;;;;;
