id_præd;id_præst;præst_navn;id_dok;dato;periode;helligdag;udgivelses_type;udgiver;stift;år_født;år_død;stilling;affiliation;afviger;txt;final;bemærkninger;;;;;
943;246;Martin Christian Frøkjør-Jensen;pr943_246;1942-07-05;1940-1945;5tri_1;bla;Indre Mission;køb;1894;NA;præ;ind;falsk;sandt;sandt;;;;;;
944;271;Matthias Max Matthiesen;pr944_271;1942-07-12;1940-1945;6tri_1;bla;Indre Mission;køb;1882;1965;pro;NA;falsk;sandt;sandt;;;;;;
945;272;Levy Blang;pr945_272;1942-07-26;1940-1945;8tri_1;bla;Indre Mission;køb;1889;1976;pro;NA;falsk;sandt;sandt;;;;;;
946;273;Christen Christensen Fjeldsø;pr946_273;1942-08-09;1940-1945;10tri_1;bla;Indre Mission;køb;1898;NA;præ;NA;falsk;sandt;sandt;;;;;;
947;274;Peder V. Kjær;pr947_274;1942-08-16;1940-1945;11tri_1;bla;Indre Mission;aar;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
948;214;August Anders Jørgen Andersen;pr948_214;1942-08-23;1940-1945;12tri_1;bla;Indre Mission;køb;1878;1955;præ;kfo;falsk;sandt;sandt;;;;;;
949;275;Jul. Andersern;pr949_275;1942-09-06;1940-1945;14tri_1;bla;Indre Mission;NA;NA;NA;Na;NA;falsk;sandt;sandt;;;;;;
950;190;Christrian Frederik Vriborg;pr950_190;1942-09-15;1940-1945;15tri_1;bla;Indre Mission;aar;1897;1954;præ;ind;falsk;sandt;sandt;;;;;;
951;276;Søren Nyegaard;pr951_276;1942-09-20;1940-1945;16tri_1;bla;Indre Mission;aal;1897;1852;præ;ind;falsk;sandt;sandt;;;;;;
952;204;Anton Westergaard-Jacobsen;pr952_204;1942-10-04;1940-1945;18tri_1;bla;Indre Mission;rib;1895;1975;pro;ind;falsk;sandt;sandt;;;;;;
953;243;J. Herlufsen;pr953_243;1942-10-18;1940-1945;20tri_1;bla;Indre Mission;køb;NA;NA ;læg;ind;falsk;sandt;sandt;;;;;;
954;277;Aksel Marinus Pedersen Bundgaard;pr954_277;1942-10-25;1940-1945;21tri_1;bla;Indre Mission;vib;1895;1977;præ;ind;falsk;sandt;sandt;;;;;;
955;278;Niels Peter Martin Nielsen Randkær;pr955_278;1942-11-01;1940-1945;all_1;bla;Indre Mission;fyn;1893;NA;præ;ind;falsk;sandt;sandt;;;;;;
956;216;Peter Johannes Overgaard;pr956_216;1942-11-08;1940-1945;23tri_2;bla;Indre Mission;rib;1908;NA;præ;ind_kfu;sand_aff;sandt;sandt;;;;;;
957;279;J. Høgh-Nielsen ;pr957_279;1942-11-15;1940-1945;24tri_1;bla;Indre Mission;NA;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
958;177;Frederik Nicolaisen;pr958_177;1942-11-22;1940-1945;25tri_1;bla;Indre Mission;rib;1910;1964;præ;ind;sand_aff;sandt;sandt;;;;;;
959;204;Anton Westergaard-Jacobsen;pr959_204;1942-11-29;1940-1945;1adv_2;bla;Indre Mission;rib;1895;1975;pro;ind;falsk;sandt;sandt;;;;;;
960;280;Charles Louis Peter Rudolph Nielsen;pr960_280;1942-12-06;1940-1945;2adv_2;bla;Indre Mission;køb;1877;1958;præ;ind_kfo;falsk;sandt;sandt;;;;;;
961;281;Gustav Johan Adolf Exner;pr961_281;1942-12-13;1940-1945;3adv_1;bla;Indre Mission;aar;1897;1981;pro;ind;falsk;sandt;sandt;;;;;;
962;282;Arne Ivar Biering-Sørensen;pr962_282;1942-12-20;1940-1945;4adv_2;bla;Indre Mission;køb;1889;NA;præ;ind_kfo;sand_aff;sandt;sandt;;;;;;
963;71;Christian Bartholdy;pr963_71;1942-12-27;1940-1945;jul_2;bla;Indre Mission;vib;1889;1976;præ;ind;falsk;sandt;sandt;;;;;;
964;189;Johannes Kristian Pedersen;pr964_189;1941-01-05;1940-1945;1nyt_2;bla;Indre Mission;køb;1898;NA;præ;ind;falsk;sandt;sandt;;;;;;
965;194;Aksel Julius Sørensen;pr965_194;1941-01-12;1940-1945;hel_2;bla;Indre Mission;had;1899;1982;præ;ind;sand_dat;sandt;sandt;;;;;;
966;206;Johannes Vibe Petersen;pr966_206;1941-01-26;1940-1945;3hel_2;bla;Indre Mission;fyn;1866;1951;pro;ind;falsk;sandt;sandt;;;;;;
967;283;Mads Gammeltoft-Hansen;pr967_283;1941-02-02;1940-1945;4hel_2;bla;Indre Mission;rib;1899;NA;præ;NA;falsk;sandt;sandt;;;;;;
968;284;Poul Borre Gadegaard;pr968_284;1941-02-09;1940-1945;sep_2;bla;Indre Mission;rib;1892;1866;pro;ind;falsk;sandt;sandt;;;;;;
969;285;Hans Herluf Dyssegaard;pr969_285;1941-02-16;1940-1945;sek_2;bla;Indre Mission;lol;1894;NA;præ;kfu;sand_aff;sandt;sandt;;;;;;
970;201;Anders Peter Agersted;pr970_201;1941-02-23;1940-1945;fas_2;bla;Indre Mission;rib;1875;1962;pro;ind;falsk;sandt;sandt;;;;;;
971;286;Carl Nielsen;pr971_286;1941-03-02;1940-1945;1fas_2;bla;Indre Mission;aal;1894;1954;præ;ind_kfo;sand_aff;sandt;sandt;;;;;;
972;279;J. Høgh-Nielsen ;pr972_279;1941-03-09;1940-1945;2fas_2;bla;Indre Mission;NA;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
973;287;Axel Frederik Moe;pr973_287;1941-03-16;1940-1945;3fas_2;bla;Indre Mission;fyn;1877;1942;præ;ind;falsk;sandt;sandt;;;;;;
974;288;Emil Eduard Arnold Steenvinkel ;pr974_288;1941-03-30;1940-1945;mbe_2;bla;Indre Mission;køb;1892;1959;pro;ind;sand_dat;sandt;sandt;;;;;;
975;105;Christian Theodor Hoffmann-Madsen;pr975_105;1941-04-06;1940-1945;pal_2;bla;Indre Mission;køb;1902;NA;præ;kfu_ind;falsk;sandt;sandt;;;;;;
976;236;Christian Møinechen Baun;pr976_236;1941-04-13;1940-1945;pås_2;bla;Indre Mission;aar;1898;1972;præ;ind_tid;sand_aff;sandt;sandt;;;;;;
977;140;Johannes Sørensen;pr977_140;1941-04-20;1940-1945;1pås_2;bla;Indre Mission;køb;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
978;289;Axel Beck ;pr978_289;1941-04-27;1940-1945;2pås_2;bla;Indre Mission;køb;1873;1949;præ;ind;falsk;sandt;sandt;;;;;;
979;141;Kristian Friis Hansen;pr979_141;1941-05-04;1940-1945;3pås_2;bla;Indre Mission;aal;1911;1995;præ;ind;falsk;sandt;sandt;;;;;;
980;77;Carl Christensen;pr980_77;1941-05-09;1940-1945;bed_2;bla;Indre Mission;køb;1874;1952;præ;ind;sand_dat;sandt;sandt;;;;;;
981;237;Janus Rasmussen;pr981_237;1941-05-18;1940-1945;5pås_2;bla;Indre Mission;had;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
982;290;Johannes Andersen;pr982_290;1941-05-25;1940-1945;krh_1;bla;Indre Mission;aal;NA;NA;læg;ind;sand_dat;sandt;sandt;;;;;;
983;204;Anton Westergaard-Jacobsen;pr983_204;1941-06-15;1940-1945;1tri_2;bla;Indre Mission;rib;1895;1975;præ;ind;falsk;sandt;sandt;;;;;;
984;291;J. Riisgaard;pr984_291;1941-06-22;1940-1945;2tri_2;bla;Indre Mission;vib;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
985;183;Søren Herluf Nepper-Christensen;pr985_183;1941-06-29;1940-1945;3tri_1;bla;Indre Mission;aal;1909;NA;præ;ind;falsk;sandt;sandt;;;;;;
986;226;Martin Madsen;pr986_226;1941-07-06;1940-1945;4tri_2;bla;Indre Mission;fyn;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
987;39;Georg Johannes Bartholdy;pr987_39;1941-07-13;1940-1945;5tri_2;bla;Indre Mission;køb;1897;1962;præ;ind;falsk;sandt;sandt;;;;;;
988;243;J. Herlufsen;pr988_243;1941-07-20;1940-1945;6tri_1;bla;Indre Mission;køb;NA;NA ;læg;ind;falsk;sandt;sandt;;;;;;
989;245;Alfred Ernst Schjøning-Jepsen;pr989_245;1941-07-27;1940-1945;7tri_1;bla;Indre Mission;køb;1896;NA;præ;ind;falsk;sandt;sandt;;;;;;
990;292;Hans Pedersen;pr990_292;1941-08-03;1940-1945;8tri_1;bla;Indre Mission;rib;1898;NA;præ;NA;falsk;sandt;sandt;;;;;;
991;273;Christen Christensen Fjeldsø;pr991_273;1941-08-17;1940-1945;10tri_2;bla;Indre Mission;køb;1898;NA;præ;NA;falsk;sandt;sandt;;;;;;
992;200;Kristian Andersen Minds;pr992_200;1941-08-24;1940-1945;11tri_2;bla;Indre Mission;aar;1897;NA;præ;ind;falsk;sandt;sandt;;;;;;
993;293;Knud Ejner Kjølbæk;pr993_293;1941-08-31;1940-1945;12tri_2;bla;Indre Mission;vib;1910;1995;præ;ind;falsk;sandt;sandt;;;;;;
994;112;Christian Peter Agger;pr994_112;1941-09-07;1940-1945;13tri_2;bla;Indre Mission;lol;1898;1945;pro;ind;falsk;sandt;sandt;;;;;;
995;269;O. Helgason;pr995_269;1941-09-21;1940-1945;15tri_2;bla;Indre Mission;aar;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
996;294;Kristian Sommer;pr996_294;1941-09-28;1940-1945;16tri_2;bla;Indre Mission;aal;1910;NA;præ;ind_kfu;sand_aff;sandt;sandt;;;;;;
997;167;William Larsen;pr997_167;1941-10-08;1940-1945;17tri_2;bla;Indre Mission;aal;1898;NA;præ;ind;falsk;sandt;sandt;;;;;;
998;133;Elias Sørensen;pr998_133;1941-10-19;1940-1945;19tri_2;bla;Indre Mission;vib;1904;1973;præ ;ind;falsk;sandt;sandt;;;;;;
999;295;Theodor Julius Carl Georg Rendtorff;pr999_295;1941-10-26;1940-1945;20tri_2;bla;Indre Mission;køb;1869;1950;pro;ind;falsk;sandt;sandt;;;;;;
1000;296;Søren Cornelius Eriksen;pr1000_296;1941-11-02;1940-1945;all_2;bla;Indre Mission;had;1879;1949;præ;ind;falsk;sandt;sandt;;;;;;
1001;297;Chr. Østergaard;pr1001_297;1941-11-09;1940-1945;22tri_2;bla;Indre Mission;aal;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
1002;244;Villads Christensen;pr1002_244;1941-11-16;1940-1945;23tri_2;bla;Indre Mission;køb;1883;1969;præ;ind;falsk;sandt;sandt;;;;;;
1003;298;Henrik Schärfe;pr1003_298;1941-11-23;1940-1945;24tri_2;bla;Indre Mission;aar;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
1004;67;Svend Rehling;pr1004_67;1941-11-30;1940-1945;1adv_1;bla;Indre Mission;køb;1839;1957;præ;kfu;falsk;sandt;sandt;;;;;;
1005;116;Hans Kristian Haugaard;pr1005_116;1941-12-07;1940-1945;2adv_1;bla;Indre Mission;had;1900;1986;præ;ind;falsk;sandt;sandt;;;;;;
1006;210;Hans Christian Jørgen Hansen Leibølle;pr1006_210;1941-12-14;1940-1945;3adv_1;bla;Indre Mission;køb;1892;1966;præ;ind;falsk;sandt;sandt;;;;;;
1007;233;Svend Olaf Torkild Philipsen;pr1007_233;1941-12-21;1940-1945;4adv_1;bla;Indre Mission;rib;1883;1974;præ;ind;falsk;sandt;sandt;;;;;;
1008;141;Kristian Friis Hansen;pr1008_141;1941-12-28;1940-1945;jus_1;bla;Indre Mission;aal;1911;1995;præ;ind;falsk;sandt;sandt;;;;;;
1009;204;Anton Westergaard-Jacobsen;pr1009_204;1940-05-12;1940-1945;pin_1;bla;Indre Mission;rib;1895;1975;præ;ind;falsk;sandt;sandt;;;;;;
1010;116;Hans Kristian Haugaard;pr1010_116;1940-05-01;1940-1945;5pås_1;bla;Indre Mission;had;1900;1986;præ;ind;falsk;sandt;sandt;;;;;;
1011;206;Johannes Vibe Petersen;pr1011_206;1940-04-14;1940-1945;15tri_1;bla;Indre Mission;fyn;1866;1951;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1012;328;Thomas Mollerup;pr1012_301;1940-05-05;1940-1945;3pås_2;bla;Indre Mission;køb;1903;1943;præ;ind_kfo;sand_dat_tex;sandt;sandt;;;;;;
1013;227;Lauritz Peter Jensen;pr1013_227;1940-05-26;1940-1945;pin_1;bla;Indre Mission;aar;1895;NA;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1014;77;Carl Christensen;pr1014_77;1940-06-09;1940-1945;2hel_2;bla;Indre Mission;køb;1874;1952;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1015;289;Axel Beck ;pr1015_289;1940-06-16;1940-1945;6pås_2;bla;Indre Mission;køb;1873;1949;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1016;141;Kristian Friis Hansen;pr1016_141;1940-06-23;1940-1945;bed_1;bla;Indre Mission;aal;1911;1995;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1017;201;Anders Peter Agersted;pr1017_201;1940-07-07;1940-1945;4tri_2;bla;Indre Mission;rib;1875;1962;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1018;299;M. Laursen;pr1018_299;1940-08-25;1940-1945;24tri_2;bla;Indre Mission;had;NA;NA;læg;ind;sand_dat_tex;sandt;sandt;;;;;;
1019;300;Larits Balslev Leth;pr1019_300;1940-09-08;1940-1945;10tri_2;bla;Indre Mission;fyn;1863;1944;præ;ind_høj;sand_dat_tex;sandt;sandt;;;;;;
1020;71;Christian Bartholdy;pr1020_71;1940-09-22;1940-1945;15tri_2;bla;Indre Mission;vib;1889;1976;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1021;39;Georg Johannes Bartholdy;pr1021_39;1940-10-06;1940-1945;16tri_2;bla;Indre Mission;køb;1897;1962;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1022;301;Anker Martin Vestergaard;pr1022_301;1940-10-13;1940-1945;18tri_2;bla;Indre Mission;aar;1897;1989;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1023;302;Jens Nimb Lassen;pr1023_302;1940-10-20;1940-1945;27tri_2;bla;Indre Mission;køb;1874;1952;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1024;141;Kristian Friis Hansen;pr1024_141;1940-10-27;1940-1945;14tri_2;bla;Indre Mission;aal;1911;1995;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1025;167;William Larsen;pr1025_167;1940-11-03;1940-1945;14tri_2;bla;Indre Mission;aal;1898;NA;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1026;77;Carl Christensen;pr1026_77;1940-11-10;1940-1945;25tri_2;bla;Indre Mission;køb;1874;1952;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1027;303;Carl Christian Lund;pr1027_303;1940-11-24;1940-1945;1tri_2;bla;Indre Mission;vib;1891;1946;præ;ind_kfu;sand_dat_tex;sandt;sandt;;;;;;
1028;211;Theodor Christian Willer;pr1028_211;1940-12-01;1940-1945;1adv_2;bla;Indre Mission;aal;1897;1975;præ;ind;falsk;sandt;sandt;;;;;;
1029;304;J. Thunbo;pr1029_304;1940-12-08;1940-1945;2adv_2;bla;Indre Mission;aal;NA;NA;læg;ind;falsk;sandt;sandt;;;;;;
1030;204;Anton Westergaard-Jacobsen;pr1030_204;1940-12-15;1940-1945;3adv_2;bla;Indre Mission;rib;1895;1975;præ;ind;falsk;sandt;sandt;;;;;;
1031;232;Poul Johannes Sørensen;pr1031_232;1940-12-22;1940-1945;4adv_2;bla;Indre Mission;had;1878;1957;præ;ind;falsk;sandt;sandt;;;;;;
1032;21;Andreas Gottlob Rudelbach;pr1032_21;05-06-1853;1853;2tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1033;21;Andreas Gottlob Rudelbach;pr1033_21;12-06-1853;1853;3tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1034;21;Andreas Gottlob Rudelbach;pr1034_21;19-06-1853;1853;4tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1035;21;Andreas Gottlob Rudelbach;pr1035_21;26-06-1853;1853;5tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1036;21;Andreas Gottlob Rudelbach;pr1036_21;03-07-1853;1853;6tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1037;21;Andreas Gottlob Rudelbach;pr1037_21;10-07-1853;1853;7tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat_tex;sandt;falsk;;;;;;
1038;21;Andreas Gottlob Rudelbach;pr1038_21;17-07-1853;1853;8tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1039;21;Andreas Gottlob Rudelbach;pr1039_21;24-07-1853;1853;9tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1040;21;Andreas Gottlob Rudelbach;pr1040_21;07-08-1853;1853;11tri_1;psa;cgi;køb;1792;1862;præ;gru;falsk;sandt;falsk;;;;;;
1041;21;Andreas Gottlob Rudelbach;pr1041_21;14-08-1853;1853;12tri_1;psa;cgi;køb;1792;1862;præ;gru;falsk;sandt;falsk;;;;;;
1042;21;Andreas Gottlob Rudelbach;pr1042_21;21-08-1853;1853;13tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1043;21;Andreas Gottlob Rudelbach;pr1043_21;28-08-1853;1853;14tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1044;21;Andreas Gottlob Rudelbach;pr1044_21;04-09-1853;1853;15tri_1;psa;cgi;køb;1792;1862;præ;gru;falsk;sandt;falsk;;;;;;
1045;21;Andreas Gottlob Rudelbach;pr1045_21;11-09-1853;1853;16tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1046;21;Andreas Gottlob Rudelbach;pr1046_21;18-09-1853;1853;17tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1047;21;Andreas Gottlob Rudelbach;pr1047_21;25-09-1853;1853;18tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1048;21;Andreas Gottlob Rudelbach;pr1048_21;16-10-1853;1853;21tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1049;21;Andreas Gottlob Rudelbach;pr1049_21;23-10-1853;1853;22tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1050;21;Andreas Gottlob Rudelbach;pr1050_21;30-10-1853;1853;23tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1051;21;Andreas Gottlob Rudelbach;pr1051_21;06-11-1853;1853;24tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1052;21;Andreas Gottlob Rudelbach;pr1052_21;13-11-1853;1853;25tri_1;psa;cgi;køb;1792;1862;præ;gru;sand_dat;sandt;falsk;;;;;;
1053;260;Paul Frederik Theodor Løgstrup;pr1053_260;1933-01-15;1931-1933;2hel_1;bla;Indre Mission;ros;1896;1971;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1054;305;Johannes Angelo Petersen Thorlacius;pr1054_305;1933-01-22;1931-1933;3hel_1;bla;Indre Mission;køb;1861;1942;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1055;306;Vilhelm Kristian Kold;pr1055_306;1932-01-03;1931-1933;1nyt_2;bla;Indre Mission;had;1868;1932;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1056;295;Theodor Julius Carl Georg Rendtorff;pr1056_295;1932-01-07;1931-1933;hel_2;bla;Indre Mission;køb;1869;1950;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1057;307;Hans Christian Michael Hansen;pr1057_307;1932-01-24;1931-1933;sep_2;bla;Indre Mission;ros;1871;1940;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1058;307;Hans Christian Michael Hansen;pr1058_307;1932-01-31;1931-1933;sek_2;bla;Indre Mission;ros;1871;1940;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1059;308;A. C. Nielsen;pr1059_308;1932-02-07;1931-1933;fas_2;bla;Indre Mission;vib;NA;NA;læg;ind;sand_dat_tex;sandt;sandt;;;;;;
1060;214;August Anders Jørgen Andersen;pr1060_214;1932-02-14;1931-1933;1fas_2;bla;Indre Mission;køb;1878;1955;præ;kfo;sand_dat_tex;sandt;sandt;;;;;;
1061;309;Jørgen Keiding;pr1061_309;1932-02-28;1931-1933;3fas_2;bla;Indre Mission;rib;1898;NA;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1062;310;Kristian Jensen Bjerregaard;pr1062_310;1932-03-20;1931-1933;pal_2;bla;Indre Mission;køb;1889;1947;præ;kfo;sand_dat_tex;sandt;sandt;;;;;;
1063;311;Helge Frederiksen;pr1063_311;1932-04-10;1931-1933;2pås_2;bla;Indre Mission;aar;NA;NA;læg;NA;sand_dat_tex;sandt;sandt;;;;;;
1064;204;Anton Westergaard-Jacobsen;pr1064_204;1932-04-17;1931-1933;3pås_2;bla;Indre Mission;had;1895;1975;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1065;312;Niels Juhl;pr1065_312;1932-05-22;1931-1933;tri_2;bla;Indre Mission;køb;1869;NA;præ;kfo;sand_dat_tex;sandt;sandt;;;;;;
1066;313;Ivar Lange;pr1066_313;1932-06-26;1931-1933;5tri_2;bla;Indre Mission;had;1893;NA;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1067;305;Johannes Angelo Petersen Thorlacius;pr1067_306;1932-07-03;1931-1933;2pås_2;bla;Indre Mission;køb;1861;1942;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1068;162;Christen Nørsøller-Jensen;pr1068_162;1932-07-17;1931-1933;1tri_2;bla;Indre Mission;vib;1899;1970;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1069;314;Niels Ove Nielsen;pr1069_314;1932-07-27;1931-1933;4pås_1;bla;Indre Mission;;;;;;sand_dat_tex;sandt;sandt;;;;;;
1070;315;Halfdan Raunsøe Høgsbro;pr1070_315;1932-07-31;1931-1933;sek_2;bla;Indre Mission;had;1894;1976;præ;kfu;sand_dat_tex + sand_af;sandt;sandt;;;;;;
1071;167;William Larsen;pr1071_167;1932-08-14;1931-1933;mbe_2;bla;Indre Mission;lol;1898;NA;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1072;316;Poul Axel Brusch;pr1072_316;1932-08-28;1931-1933;bed_2;bla;Indre Mission;vib;1898;1965;præ;ind;sand_dat_tex + sand_af;sandt;sandt;;;;;;
1073;317;Andreas Nicolai Christoph Ohrt;pr1073_317;1932-09-11;1931-1933;11tri_2;bla;Indre Mission;fyn;1896;NA;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1074;318;Hans Hansen Magle;pr1074_318;1932-09-18;1931-1933;2tri_2;bla;Indre Mission;fyn;1891;1883;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1075;315;Halfdan Raunsøe Høgsbro;pr1075_315;1932-09-25;1931-1933;7tri_1;bla;Indre Mission;had;1894;1976;præ;kfu;sand_dat_tex;sandt;sandt;;;;;;
1076;228;Harald P. Madsen ;pr1076_228;1932-10-09;1931-1933;21tri_1;bla;Indre Mission;vib;1901;1984;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1077;319;Frederik Christian Steenbuch Brandt;pr1077_319;1932-10-23;1931-1933;27tri_2;bla;Indre Mission;køb;1857;1933;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1078;320;Anton Sofus Jensen Krogsøe;pr1078_320;1932-11-13;1931-1933;20tri_2;bla;Indre Mission;køb;1883;1943;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1079;33;Henry Ussing;pr1079_33;1932-12-11;1931-1933;4adv_2;bla;Indre Mission;køb;1855;1943;pro;kfo;sand_dat_tex;sandt;sandt;;;;;;
1080;321;Niels Dael;pr1080_321;NA;1931-1933;7tri_1;bla;ash;ros;1857;1951;præ;gru;falsk;sandt;falsk;;;;;;
1081;321;Niels Dael;pr1081_321;1941-06-01;1940-1945;pin_1;bla;ash;ros;1857;1951;præ;gru;falsk;sandt;sandt;;;;;;
1082;322;Niels Peter Nielsen;pr1082_322;1941-08-03;1940-1945;8tri_2;bla;ash;had;1885;1982;præ;gru;falsk;sandt;sandt;Om verdenskrigene;;;;;
1083;321;Niels Dael;pr1083_321;NA;1931-1933;3fas_2;bla;ash;ros;1857;1951;præ;gru;falsk;sandt;falsk;;;;;;
1084;321;Niels Dael;pr1084_321;1944-09-25;1940-1945;16tri_2;bla;ash;ros;1857;1951;præ;gru;falsk;sandt;sandt;;;;;;
1085;343;Jørgen Høher;pr1085_343;1931-01-04;1931-1933;nyt_2;bla;Indre Mission;had;1875;1947;præ;NA;falsk;sandt;sandt;;;;;;
1086;319;Frederik Christian Steenbuch Brandt;pr1086_319;1931-01-11;1931-1933;27tri_1;bla;Indre Mission;køb;1857;1933;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1087;323;Peter Christian Fledelius;pr1087_323;1931-01-25;1931-1933;sep_2;bla;Indre Mission;rib;1872;1936;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1088;211;Theodor Christian Willer;pr1088_211;1931-03-01;1931-1933;api_1;bla;Indre Mission;vib;1897;1975;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1089;303;Carl Christian Lund;pr1089_303;1931-03-22;1931-1933;hel_1;bla;Indre Mission;aal;1891;1946;præ;ind_kfu;sand_dat_tex;sandt;sandt;;;;;;
1090;296;Søren Cornelius Eriksen;pr1090_296;1931-04-05;1931-1933;fas_2;bla;Indre Mission;had;1879;1949;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1091;324;Christian Peder Pedersen;pr1091_324;1931-04-12;1931-1933;18tri_2;bla;Indre Mission;had;1886;1973;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1092;325;Theodor Frederik Benedikt Korsholm;pr1092_325;1931-04-26;1931-1933;sek_1;bla;Indre Mission;had;1870;1959;præ;NA;sand_dat_tex;sandt;sandt;;;;;;
1093;326;Oscar Valdemar Boeck;pr1093_326;1931-05-17;1931-1933;7tri_2;bla;Indre Mission;rib;1852;1931;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1094;327;Søren Nielsen Sørensen Gundtoft;pr1094_327;1931-05-24;1931-1933;api_2;bla;Indre Mission;rib;1894;1957;præ;NA;falsk;sandt;sandt;;;;;;
1095;308;A. C. Nielsen;pr1095_308;1931-06-04;1931-1933;2tri_1;bla;Indre Mission;vib;NA;NA;læg;ind;sand_dat_tex;sandt;sandt;;;;;;
1096;328;Thomas Mollerup;pr1096_328;1931-06-21;1931-1933;pin_1;bla;Indre Mission;aar;1903;1943;præ;ind_kfo;sand_dat_tex;sandt;sandt;;;;;;
1097;314;Niels Ove Nielsen;pr1097_314;1931-04-26;1931-1933;19tri_1;bla;Indre Mission;vib;1892;1975;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
1098;305;Johannes Angelo Petersen Thorlacius;pr1098_305;1931-08-02;1931-1933;sek_1;bla;Indre Mission;køb;1861;1942;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1099;185;Johannes Gøtzsche;pr1099_185;1919-01-05;1918-1919;25tri_2;bla;Indre Mission;vib;1866;1938;pro;ind;sand_dat_tex;sandt;sandt;;;;;;
1100;328;Carl Cristoph Julius Asschenfeldt-Hansen;pr1100_328;1919-01-12;1918-1919;3adv_1;bla;Indre Mission;aar;1856;1934;præ;ind;sand_dat_tex;sandt;sandt;;;;;;
